id,county,stateProvince,NAME,decimalLongitude,decimalLatitude
31973562,Erath,Texas,,-98.17156,32.26957
31973623,Lampasas,Texas,,-98.17283,31.276973
31973631,McCulloch,Texas,,-99.268831,31.004261
33892862,Oklahoma,Oklahoma,,-23.765,35.696361
31976271,Somervell,Texas,,-97.779867,32.236104
