countyFIPS,family,specCount
40113,Lamiaceae,6
40113,Lythraceae,5
40113,Malvaceae,1
40113,Melanthiaceae,1
40113,Onagraceae,1
40113,Passifloraceae,1
40113,Plantaginaceae,9
40113,Poaceae,13
40113,Polygalaceae,1
40113,Polygonaceae,2
40113,Rhamnaceae,1
40113,Rubiaceae,2
40113,Solanaceae,7
40113,Tamaricaceae,1
40113,Verbenaceae,12
40113,Viburnaceae,1
40113,Woodsiaceae,1
40115,Caryophyllaceae,1
40115,Cyperaceae,6
40115,Onagraceae,1
40117,Asteraceae,1
40117,Commelinaceae,1
40117,Cyperaceae,1
40117,Fabaceae,1
40117,Plantaginaceae,1
40117,Solanaceae,1
40117,Typhaceae,1
40117,Violaceae,1
40119,Amaranthaceae,1
40119,Amaryllidaceae,2
40119,Anacardiaceae,1
40119,Apiaceae,5
40119,Apocynaceae,2
40119,Asteraceae,32
40119,Boraginaceae,1
40119,Brassicaceae,3
40119,Campanulaceae,1
40119,Caprifoliaceae,1
40119,Caryophyllaceae,1
40119,Convolvulaceae,3
40119,Cupressaceae,2
40119,Cyperaceae,10
40119,Elaeagnaceae,1
40119,Euphorbiaceae,4
40119,Fabaceae,16
40119,Fagaceae,3
40119,Hypoxidaceae,2
40119,Iridaceae,3
40119,Krameriaceae,1
40119,Lamiaceae,2
40119,Malvaceae,4
40119,Nyctaginaceae,1
40119,Oleaceae,2
40119,Onagraceae,6
40119,Orobanchaceae,1
40119,Oxalidaceae,1
40119,Phytolaccaceae,1
40119,Plantaginaceae,3
40119,Poaceae,39
40119,Polygonaceae,5
40119,Ranunculaceae,2
40119,Rosaceae,1
40119,Rubiaceae,7
40119,Salicaceae,1
40119,Sapotaceae,1
40119,Solanaceae,1
40119,Verbenaceae,2
40119,Zygophyllaceae,1
40121,Acanthaceae,1
40121,Apocynaceae,1
40121,Asteraceae,2
40121,Bignoniaceae,1
40121,Fabaceae,1
40121,Hypericaceae,1
40121,Ranunculaceae,2
40121,Verbenaceae,1
40121,Violaceae,1
40123,Amaranthaceae,1
40123,Asteraceae,18
40123,Boraginaceae,1
40123,Brassicaceae,2
40123,Caprifoliaceae,1
40123,Crassulaceae,1
40123,Equisetaceae,1
40123,Fagaceae,1
40123,Orobanchaceae,1
40123,Poaceae,4
40123,Polygonaceae,1
40123,Primulaceae,2
40123,Verbenaceae,2
40123,Viburnaceae,3
40125,Anacardiaceae,2
40125,Apiaceae,2
40125,Apocynaceae,1
40125,Asteraceae,12
40125,Bignoniaceae,1
40125,Brassicaceae,1
40125,Caprifoliaceae,1
40125,Cistaceae,1
40125,Cyperaceae,5
40125,Euphorbiaceae,1
40125,Fabaceae,5
40125,Gentianaceae,1
40125,Lamiaceae,2
40125,Onagraceae,3
40125,Orobanchaceae,2
40125,Phytolaccaceae,1
40125,Plantaginaceae,3
40125,Poaceae,3
40125,Polygalaceae,1
40125,Polygonaceae,2
40125,Rubiaceae,2
40125,Scrophulariaceae,1
40125,Simaroubaceae,1
40125,Solanaceae,1
40125,Typhaceae,2
40127,Altingiaceae,1
40127,Asteraceae,4
40127,Betulaceae,2
40127,Caprifoliaceae,1
40127,Cornaceae,1
40127,Euphorbiaceae,1
40127,Fabaceae,10
40127,Fagaceae,9
40127,Hypericaceae,2
40127,Lamiaceae,1
40127,Linaceae,1
40127,Malvaceae,1
40127,Nyssaceae,1
40127,Orobanchaceae,1
40127,Oxalidaceae,1
40127,Passifloraceae,1
40127,Plantaginaceae,1
40127,Poaceae,7
40127,Pteridaceae,1
40127,Rosaceae,2
40127,Sapindaceae,1
40127,Saururaceae,2
40127,Ulmaceae,2
40127,Vitaceae,2
40129,Asteraceae,1
40129,Brassicaceae,3
40129,Cyperaceae,1
40129,Onagraceae,3
40129,Poaceae,1
40129,Rosaceae,1
40129,Solanaceae,1
40131,Apiaceae,1
40131,Caprifoliaceae,1
40131,Fabaceae,4
40131,Lamiaceae,4
40131,Orobanchaceae,1
40131,Oxalidaceae,1
40131,Polemoniaceae,1
40131,Rosaceae,1
40131,Verbenaceae,1
40133,Asteraceae,5
40133,Cyperaceae,1
40133,Orobanchaceae,1
40133,Poaceae,2
40135,Amaranthaceae,1
40135,Asteraceae,8
40135,Cyperaceae,1
40135,Fabaceae,4
40135,Fagaceae,1
40135,Gentianaceae,1
40135,Iridaceae,1
40135,Lythraceae,1
40135,Plantaginaceae,1
40135,Poaceae,1
40135,Tetrachondraceae,1
40135,Violaceae,1
40137,Amaryllidaceae,1
40137,Apocynaceae,1
40137,Asparagaceae,1
40137,Asteraceae,5
40137,Boraginaceae,2
40137,Cyperaceae,1
40137,Fabaceae,12
40137,Lamiaceae,3
40137,Onagraceae,3
40137,Orobanchaceae,5
40137,Papaveraceae,1
40137,Polemoniaceae,1
40137,Rubiaceae,1
40137,Smilacaceae,2
40139,Asteraceae,1
40139,Malvaceae,1
40139,Onagraceae,1
40139,Poaceae,1
40141,Asteraceae,1
40141,Brassicaceae,2
40141,Poaceae,2
40143,Acanthaceae,1
40143,Amaryllidaceae,2
40143,Apiaceae,2
40143,Apocynaceae,1
40143,Asparagaceae,1
40143,Asteraceae,9
40143,Boraginaceae,3
40143,Brassicaceae,3
40143,Campanulaceae,1
40143,Caprifoliaceae,1
40143,Caryophyllaceae,2
40143,Convolvulaceae,1
40143,Cornaceae,1
40143,Cyperaceae,6
40143,Euphorbiaceae,1
40143,Fabaceae,6
40143,Gentianaceae,1
40143,Grossulariaceae,1
40143,Juncaceae,1
40143,Lamiaceae,4
40143,Liliaceae,1
40143,Lythraceae,2
40143,Montiaceae,1
40143,Oleaceae,1
40143,Onagraceae,2
40143,Oxalidaceae,1
40143,Plantaginaceae,1
40143,Poaceae,2
40143,Polygalaceae,1
40143,Ranunculaceae,1
40143,Rubiaceae,3
40143,Violaceae,2
40145,Caprifoliaceae,1
40145,Cyperaceae,2
40145,Fabaceae,3
40145,Hypericaceae,1
40145,Lamiaceae,2
40145,Orobanchaceae,2
40145,Rosaceae,2
40145,Verbenaceae,2
40147,Apiaceae,1
40147,Apocynaceae,5
40147,Araceae,1
40147,Asteraceae,11
40147,Bignoniaceae,1
40147,Boraginaceae,1
40147,Brassicaceae,1
40147,Campanulaceae,1
40147,Caprifoliaceae,1
40147,Commelinaceae,1
40147,Convolvulaceae,2
40147,Cyperaceae,2
40147,Euphorbiaceae,1
40147,Hypoxidaceae,1
40147,Melanthiaceae,1
40147,Onagraceae,2
40147,Passifloraceae,1
40147,Plantaginaceae,1
40147,Poaceae,1
40147,Polemoniaceae,1
40147,Rosaceae,2
40147,Verbenaceae,1
40149,Amaranthaceae,1
40149,Asteraceae,2
40149,Commelinaceae,1
40149,Sapindaceae,1
40149,Verbenaceae,1
40151,Anacardiaceae,7
40151,Apiaceae,1
40151,Apocynaceae,8
40151,Araceae,1
40151,Asteraceae,13
40151,Boraginaceae,3
40151,Brassicaceae,10
40151,Cannabaceae,1
40151,Convolvulaceae,7
40151,Cyperaceae,10
40151,Euphorbiaceae,6
40151,Fabaceae,8
40151,Loasaceae,2
40151,Malvaceae,1
40151,Nyctaginaceae,2
40151,Onagraceae,6
40151,Papaveraceae,2
40151,Plantaginaceae,3
40151,Poaceae,7
40151,Polemoniaceae,1
40151,Portulacaceae,1
40151,Ranunculaceae,2
40151,Rhamnaceae,1
40151,Sapotaceae,1
40151,Tamaricaceae,8
40153,Amaranthaceae,1
40153,Amaryllidaceae,1
40153,Anacardiaceae,8
40153,Apiaceae,4
40153,Apocynaceae,12
40153,Asparagaceae,2
40153,Asteraceae,119
40153,Boraginaceae,18
40153,Brassicaceae,10
40153,Caprifoliaceae,2
40153,Caryophyllaceae,2
40153,Cleomaceae,1
40153,Commelinaceae,4
40153,Convolvulaceae,3
40153,Cornaceae,1
40153,Cupressaceae,5
40153,Cyperaceae,18
40153,Euphorbiaceae,27
40153,Fabaceae,53
40153,Geraniaceae,2
40153,Grossulariaceae,5
40153,Juncaceae,2
40153,Krameriaceae,2
40153,Lamiaceae,4
40153,Linaceae,6
40153,Loasaceae,9
40153,Malvaceae,4
40153,Nyctaginaceae,4
40153,Oleaceae,1
40153,Onagraceae,44
40153,Orobanchaceae,6
40153,Plantaginaceae,13
40153,Poaceae,117
40153,Polemoniaceae,3
40153,Polygalaceae,4
40153,Polygonaceae,5
40153,Portulacaceae,6
40153,Primulaceae,1
40153,Pteridaceae,4
40153,Ranunculaceae,1
40153,Rosaceae,2
40153,Rubiaceae,4
40153,Rutaceae,1
40153,Salicaceae,3
40153,Santalaceae,4
40153,Sapotaceae,1
40153,Solanaceae,8
40153,Tamaricaceae,6
40153,Typhaceae,1
40153,Ulmaceae,7
40153,Urticaceae,1
40153,Verbenaceae,2
40153,Violaceae,1
40153,Vitaceae,7
40153,Zygophyllaceae,1
