id,institutionCode,collectionCode,ownerInstitutionCode,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,higherClassification,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,subgenus,specificEpithet,verbatimTaxonRank,infraspecificEpithet,cultivarEpithet,tradeName,taxonRank,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,associatedCollectors,recordNumber,eventDate,eventDate2,eventtime,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,substrate,verbatimAttributes,behavior,vitality,fieldNumber,eventID,informationWithheld,dataGeneralizations,dynamicProperties,associatedSequences,associatedTaxa,reproductiveCondition,establishmentMeans,cultivationStatus,lifeStage,sex,individualCount,samplingProtocol,preparations,locationID,continent,waterBody,islandGroup,island,country,countryCode,stateProvince,county,municipality,locality,locationRemarks,recordSecurity,securityReason,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,sourcePrimaryKey-dbpk,collID,recordID,references,cleanName,calcLat,calcLon,centroidAssigned,georef_notes,geographicPrecision,geometry,countyNameFromJoin,countyFIPS,countyMatch,genusSpecies,Scientific Name,State Rank,Global Rank,Federal Status,onTrackingList
30594292,CSU,,,PreservedSpecimen,,CSU116676,,,Plantae,Magnoliophyta,,Lamiales,Lamiaceae,Lamium amplexicaule,880.0,L.,Lamium,,amplexicaule,,,,,Species,Carolina Cervantes,19-Feb-09,,,,,,Carolina Cervantes,,1,2/19/2009,,,2009.0,2.0,19.0,50.0,,19-Feb-09,,Mowed Lawn Habit.,,Purple flowers with simple leaves. Corolla shape bilabiate.,,,,,,,,,,,,,,,,,,,,,,,United States,US,Oklahoma,Oklahoma,,"T14N, R3W, sec. 25. Edmond City, UCO Campus, south side of Lab Science.",,0,,,,,,,,,,,,,,,,,,,,gpayne00,4/23/2025 2:12,,538,3732379c-3260-4227-885c-1a38005dfda7,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=30594292,Oklahoma,35.55149621091703,-97.40723927788326,True,,ASSIGNED CENTROID,POINT (-97.40723927788326 35.55149621091703),Oklahoma,40109,True,Lamium amplexicaule,,,,,False
30619344,CSU,,,PreservedSpecimen,,CSU116679,,,Plantae,Magnoliophyta,,Myrtales,Onagraceae,Oenothera laciniata,561.0,Hill,Oenothera,,laciniata,,,,,Species,,,,,,,,Toby FitzSimmons,,48,5/1/2009,,,2009.0,5.0,1.0,121.0,,1-May-09,,Near Blackjack oaks in yard.,,,,,,,,,,,,,,,,,,,,,,,,,United States,US,Oklahoma,Oklahoma,,1900 Cobblestone Court. Found growing near Blackjack oaks in yard.,,0,,,,,,"TRS: T14N, R3W, S24.",,,,,,,,,,,,,,gpayne00,4/23/2025 2:12,,538,7bae216e-666f-43ca-8ad8-7771d6a7ba7e,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=30619344,Oklahoma,35.55149621091703,-97.40723927788326,True,,ASSIGNED CENTROID,POINT (-97.40723927788326 35.55149621091703),Oklahoma,40109,True,Oenothera laciniata,,,,,False
30619351,CSU,,,PreservedSpecimen,,CSU116678,,,Plantae,Magnoliophyta,,Asparagales,Amaryllidaceae,Allium canadense,47367.0,L.,Allium,,canadense,,,,,Species,,,,,,,,Carolina Cervantes,,31,4/19/2009,,,2009.0,4.0,19.0,109.0,,19-Apr-09,,Roadside by railroad,,"Leaves basal, linear. Inflorescence umbels w/bracts at base. Pink/white flowers.",,,,,,,,,,,,,,,,,,,,,,,United States,US,Oklahoma,Oklahoma,,"Oklahoma City, Along the road on N. I235/US77 1m away from NW 50th St",,0,,,,,,"TRS: T12N, R3W, S16",,,,,,,,,,,,,,gpayne00,4/23/2025 2:12,,538,f6cc1ed6-69a5-4c7e-9caf-beb777cab895,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=30619351,Oklahoma,35.55149621091703,-97.40723927788326,True,,ASSIGNED CENTROID,POINT (-97.40723927788326 35.55149621091703),Oklahoma,40109,True,Allium canadense,,,,,False
30619352,CSU,,,PreservedSpecimen,,CSU116677,,,Plantae,Magnoliophyta,,Asparagales,Amaryllidaceae,Allium drummondii,17857.0,Regel,Allium,,drummondii,,,,,Species,Grace Payne,1/26/2023,,,,,,Kelly Smith,,33,4/26/2009,,,2009.0,4.0,26.0,116.0,,26-Apr-09,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,US,Oklahoma,Oklahoma,,Yard;hillside,,0,,,,,,"TRS: T14N, R1W, S13",,,,,,,,,,,,,,gpayne00,4/23/2025 2:12,,538,1bd929f3-7ec9-4936-9a56-d627d7cd82ad,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=30619352,Oklahoma,35.55149621091703,-97.40723927788326,True,,ASSIGNED CENTROID,POINT (-97.40723927788326 35.55149621091703),Oklahoma,40109,True,Allium drummondii,,,,,False
30619376,CSU,,,PreservedSpecimen,,CSU116675,,,Plantae,Magnoliophyta,,Ranunculales,Papaveraceae,Corydalis micrantha,79081.0,(Engelm. ex A. Gray) A. Gray,Corydalis,,micrantha,,,,,Species,,,,,,,,Kelly Smith,,9,4/5/2009,,,2009.0,4.0,5.0,95.0,,5 Apr. 2009,,Side of road,,Yellow flowers,,,,,,,,,,,,,,,,,,,,,,,United States,US,Oklahoma,Oklahoma,,"0.3 mi W of Indian Meridian in Covell Rd., Luther; side of road",,0,,,,,,"TRS: T14N, R1W, S13",,,,,,,,,,,,,,gpayne00,4/23/2025 2:12,,538,120a2910-1190-41ee-a5fc-0011ca935be9,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=30619376,Oklahoma,35.55149621091703,-97.40723927788326,True,,ASSIGNED CENTROID,POINT (-97.40723927788326 35.55149621091703),Oklahoma,40109,True,Corydalis micrantha,,,,,False
30619391,CSU,,,PreservedSpecimen,,CSU116674,,,Plantae,Magnoliophyta,,Fabales,Fabaceae,Trifolium incarnatum,18835.0,L.,Trifolium,,incarnatum,,,,,Species,,,,,,,,Kelly Smith,,29,4/19/2009,,,2009.0,4.0,19.0,109.0,,19 Apr. 2009,,Side of road,,,,,,,,,,,,,,,,,,,,,,,,,United States,US,Oklahoma,Sequoyah,,Side of road; I40,,0,,,,,,"TRS: T11N, R25E, S25",,,,,,,,,,,,,,gpayne00,4/23/2025 2:12,,538,5e4bf247-15c9-4e64-a587-ddddf3068681,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=30619391,Sequoyah,35.49540590660915,-94.75508949749879,True,,ASSIGNED CENTROID,POINT (-94.75508949749879 35.49540590660915),Sequoyah,40135,True,Trifolium incarnatum,,,,,False
30619394,CSU,,,PreservedSpecimen,,CSU116673,,,Plantae,Magnoliophyta,,Fabales,Fabaceae,Medicago lupulina,186.0,L.,Medicago,,lupulina,,,,,Species,,,,,,,,David Ayadpoor,,31,4/25/2009,,,2009.0,4.0,25.0,115.0,,25-Apr-09,,Unmowed lawn,,Flowers yellow,,,,,,,,,,,,,,,,,,,,,,,United States,US,Oklahoma,Cleveland,,Oklahoma City. S.W. Of intersection of S.W. 96th St. and Mayview Ct.,,0,,,,,,"TRS: T10N, R4W, S1",,,,,,,,,,,,,,gpayne00,4/23/2025 2:12,,538,17b308c6-7f8d-4bd8-83cd-26c323ad00c5,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=30619394,Cleveland,35.20296064455425,-97.32628526717691,True,,ASSIGNED CENTROID,POINT (-97.32628526717691 35.20296064455425),Cleveland,40027,True,Medicago lupulina,,,,,False
30619396,CSU,,,PreservedSpecimen,,CSU116672,,,Plantae,Magnoliophyta,,Fabales,Fabaceae,Robinia pseudacacia,212912.0,L.,Robinia,,pseudacacia,,,,,Species,,,,,,,,Toby FitzSimons,,41,4/16/2009,,,2009.0,4.0,16.0,106.0,,"Apr. 16, 2009",,Wild area South of Howell Hall,,,,,,,,,,,,,,,,,,,,,,,,,United States,US,Oklahoma,Oklahoma,,University of Central Oklahoma Campus. Found growing in wild area south of Howell Hall.,,0,,,,,,"TRS: T14N, R3W, S25",,,,,,,,,,,,,,gpayne00,4/23/2025 2:12,,538,2712e7ba-4d08-4ec6-8259-22fcfe041886,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=30619396,Oklahoma,35.55149621091703,-97.40723927788326,True,,ASSIGNED CENTROID,POINT (-97.40723927788326 35.55149621091703),Oklahoma,40109,True,Robinia pseudacacia,,,,,False
30619398,CSU,,,PreservedSpecimen,,CSU116671,,,Plantae,Magnoliophyta,,Myrtales,Onagraceae,Oenothera glaucifolia,245110.0,W.L. Wagner & Hoch,Oenothera,,glaucifolia,,,,,Species,Grace Payne,1/26/2023,,,,,,J. Howard,,20,7/12/1998,,,1998.0,7.0,12.0,193.0,,12th July 1998,,Growing near Blackjack oaks in yard,,,,,,,,,,,,,,,,,,,,,,,,,United States,US,Oklahoma,Oklahoma,,1900 Cobblestone Court. Found growing near Blackjack oaks in yard.,,0,,,,,,"TRS: T14N, R3W, S24",,,,,,,,,,,,,,gpayne00,4/23/2025 2:12,,538,a87421e3-2fb0-48eb-834a-8ae5066fd02f,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=30619398,Oklahoma,35.55149621091703,-97.40723927788326,True,,ASSIGNED CENTROID,POINT (-97.40723927788326 35.55149621091703),Oklahoma,40109,True,Oenothera glaucifolia,,,,,False
30620502,CSU,,,PreservedSpecimen,,CSU116670,,,Plantae,Magnoliophyta,,Caryophyllales,Polygonaceae,Rumex altissimus,2783.0,Alph. Wood,Rumex,,altissimus,,,,,Species,,,,,,,,S. Hansen,,11,6/14/1998,,,1998.0,6.0,14.0,165.0,,14-Jun-98,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,US,Oklahoma,Oklahoma,,"2944 NW 48th Street (<1/4 mi. W of NW May) Residence, naturalized area dominated by Bermuda grass.",,0,,,,,,,,,,,,,,,,,,,,gpayne00,6/28/2025 0:20,,538,92fa0375-5e41-490e-84f2-b81a8de93dd2,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=30620502,Oklahoma,35.55149621091703,-97.40723927788326,True,,ASSIGNED CENTROID,POINT (-97.40723927788326 35.55149621091703),Oklahoma,40109,True,Rumex altissimus,,,,,False
30620506,CSU,,,PreservedSpecimen,,CSU116669,,,Plantae,Magnoliophyta,,Poales,Cyperaceae,Cyperus echinatus,18116.0,(L.) Alph. Wood,Cyperus,,echinatus,,,,,Species,Grace Payne,1/26/2023,,,,,,S.M. Tilley,,35,6/28/1998,,,1998.0,6.0,28.0,179.0,,28-Jun-98,,,,"Spike, grass, sheathing leaves",,,,,,,,,,,,,,,,,,,,,,,United States,US,Oklahoma,Oklahoma,,"East on Highway 66, 1.4 miles north on Indian Meridian, left side of road.",,0,,,,,,,,,,,,,,,,,,,,gpayne00,4/23/2025 2:12,,538,822ce0f1-5a4b-41af-b22f-3b7efee3bc52,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=30620506,Oklahoma,35.55149621091703,-97.40723927788326,True,,ASSIGNED CENTROID,POINT (-97.40723927788326 35.55149621091703),Oklahoma,40109,True,Cyperus echinatus,,,,,False
30620636,CSU,,,PreservedSpecimen,,CSU116668,,,Plantae,Magnoliophyta,,Poales,Cyperaceae,Cyperus globulosus,80296.0,Aubl.,Cyperus,,globulosus,,,,,Species,,,,,,,,G.M. Goforth,,51,7/22/1998,,,1998.0,7.0,22.0,203.0,,22nd July 1998,,,,Sedge in a globose shape,,,,,,,,,,,,,,,,,,,,,,,United States,US,Oklahoma,Oklahoma,,Logan Rd and Mulhall Rd. NW side around grazing pond,,0,,,,,,,,,,,,,,,,,,,,gpayne00,4/23/2025 2:12,,538,9767bcc7-de7f-4e61-b1bc-5e9c3ca59431,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=30620636,Oklahoma,35.55149621091703,-97.40723927788326,True,,ASSIGNED CENTROID,POINT (-97.40723927788326 35.55149621091703),Oklahoma,40109,True,Cyperus globulosus,,,,,False
30620637,CSU,,,PreservedSpecimen,,CSU116667,,,Plantae,Magnoliophyta,,Poales,Cyperaceae,Cyperus lancastriensis,80310.0,Porter ex A. Gray,Cyperus,,lancastriensis,,,,,Species,,,,,,,,S. Hansen,,21,6/20/1998,,,1998.0,6.0,20.0,171.0,171.0,20-Jun-98,,"Old iron mining site, currently filled in. Currently a grazing pasture for cattle.",,,,,,,,,,,,,,,,,,,,,,,,,United States,US,Oklahoma,Latimer,,"Abandoned Mine Land Reclamation Project. Old mining site, currently filled in. Currently a grazing pasture for cattle. Within 10 meters of stream of water with pH of 4.5 Off highway 9, 1 mile East of Latimer County line-North side of road.",,0,,,,,,,,,,,,,,,,,,,,gpayne00,9/17/2025 12:56,,538,82c9e83e-b58c-490b-b04c-c606efc28be7,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=30620637,Latimer,34.87600539411248,-95.25047662587914,True,,ASSIGNED CENTROID,POINT (-95.25047662587914 34.87600539411248),Latimer,40077,True,Cyperus lancastriensis,,,,,False
30695035,CSU,,,PreservedSpecimen,,CSU116680,,,Plantae,Magnoliophyta,,Gentianales,Rubiaceae,Cruciata pedemontana,109749.0,(Bellardi) Ehrend.,Cruciata,,pedemontana,,,,,Species,,,,,,,,Rachel Newsome,,30,4/13/2009,,,2009.0,4.0,13.0,103.0,,13-Apr-09,,Grassy field (never mowed),,,,,,,,,,,,,,,,,,,,,,,,,United States,US,Oklahoma,Oklahoma,,12 acres on 126th,,0,,,,,,T13N R3W S13,,,,,,,,,,,,,,gpayne00,6/28/2025 0:20,,538,54b9ddb5-5acf-434b-bb62-756f01e0db82,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=30695035,Oklahoma,35.55149621091703,-97.40723927788326,True,,ASSIGNED CENTROID,POINT (-97.40723927788326 35.55149621091703),Oklahoma,40109,True,Cruciata pedemontana,,,,,False
30695062,CSU,,,PreservedSpecimen,,CSU116681,,,Plantae,Pteridophyta,Equisetopsida,Equisetales,Equisetaceae,Equisetum hyemale,1978.0,L.,Equisetum,,hyemale,,,,,Species,,,,,,,,Narendra Karmacharya,,25,4/1/2009,,,2009.0,4.0,1.0,91.0,,4/1/2009,,Side of ditch,,,,,,,,,,,,,,,,,,,,,,,,,United States,US,Oklahoma,Cleveland,,120th avenue and post Oak drive,,0,,,,,,T8N R1W S14,,,,,,,,,,,,,,gpayne00,4/23/2025 2:12,,538,5c6f3496-44e8-411e-bf6c-b8d2e7dc6533,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=30695062,Cleveland,35.20296064455425,-97.32628526717691,True,,ASSIGNED CENTROID,POINT (-97.32628526717691 35.20296064455425),Cleveland,40027,True,Equisetum hyemale,,,,,False
30695144,CSU,,,PreservedSpecimen,,CSU116682,,,Plantae,Magnoliophyta,,Poales,Juncaceae,Juncus marginatus,1059.0,Rostk.,Juncus,,marginatus,,,,,Species,,,,,,,,E.B. Miller,,61,6/13/2012,,,2012.0,6.0,13.0,165.0,,13-Jun-12,,Sandy roadcut,,,,,,,,,,,,,,,,,,,,,,,,,United States,US,Oklahoma,Oklahoma,,".3 mi east of Air Depot on Coffee Creek Road, north side of road",,0,,,,,,"35°41?47.24?N, 97°24?8.97?W. T14N R2W S10",,,,,,,,,,,,,,gpayne00,6/28/2025 0:20,,538,4f8ed4a7-f406-4021-af98-191e326f92a3,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=30695144,Oklahoma,35.55149621091703,-97.40723927788326,True,,ASSIGNED CENTROID,POINT (-97.40723927788326 35.55149621091703),Oklahoma,40109,True,Juncus marginatus,,,,,False
30695180,CSU,,,PreservedSpecimen,,CSU116683,,,Plantae,Magnoliophyta,,Asparagales,Asparagaceae,Ornithogalum umbellatum,93166.0,L.,Ornithogalum,,umbellatum,,,,,Species,,,,,,,,AmyBustle Connelly,,56,4/7/2009,,,2009.0,4.0,7.0,97.0,,7-Apr-09,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,US,Oklahoma,Oklahoma,,Edmond. North side of UCO jazz lab,,0,,,,,,T14N R3W S35,,,,,,,,,,,,,,gpayne00,6/28/2025 0:20,,538,fd5d3c97-b70d-458b-b58a-69289928d562,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=30695180,Oklahoma,35.55149621091703,-97.40723927788326,True,,ASSIGNED CENTROID,POINT (-97.40723927788326 35.55149621091703),Oklahoma,40109,True,Ornithogalum umbellatum,,,,,False
30695192,CSU,,,PreservedSpecimen,,CSU116684,,,Plantae,Magnoliophyta,,Asparagales,Asparagaceae,Ornithogalum umbellatum,93166.0,L.,Ornithogalum,,umbellatum,,,,,Species,,,,,,,,Yen Tran,,26,4/3/2009,,,2009.0,4.0,3.0,93.0,,3-Apr-09,,Along roadside,,,,,,,,,,,,,,,,,,,,,,,,,United States,US,Oklahoma,Oklahoma,,"Edmond, Corner of 2nd st and Douglas Boulevard. Along roadside.",,0,,,,,,T14N R2W S26,,,,,,,,,,,,,,gpayne00,6/28/2025 0:20,,538,916136a1-ca8d-4a90-bf13-a5f7f792a986,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=30695192,Oklahoma,35.55149621091703,-97.40723927788326,True,,ASSIGNED CENTROID,POINT (-97.40723927788326 35.55149621091703),Oklahoma,40109,True,Ornithogalum umbellatum,,,,,False
30695266,CSU,,,PreservedSpecimen,,CSU116685,,,Plantae,Magnoliophyta,,Fabales,Fabaceae,Robinia pseudoacacia,1420.0,L.,Robinia,,pseudoacacia,,,,,Species,,,,,,,,Ryan Butler,,10,4/2/2009,,,2009.0,4.0,2.0,92.0,,2-Apr-09,,Ravine,,"Flowers white, tree",,,,,,,,,,,,,,,,,,,,,,,United States,US,Oklahoma,Oklahoma,,"University of Central Oklahoma Campus in Edmond, OK. E. Side Computer Science Building",,0,,,,,,T14N R4W S25,,,,,,,,,,,,,,gpayne00,6/28/2025 0:20,,538,4ac42a30-2994-4726-aeb5-0ac43b6cba39,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=30695266,Oklahoma,35.55149621091703,-97.40723927788326,True,,ASSIGNED CENTROID,POINT (-97.40723927788326 35.55149621091703),Oklahoma,40109,True,Robinia pseudoacacia,,,,,False
30695292,CSU,,,PreservedSpecimen,,CSU116686,,,Plantae,Magnoliophyta,,Fabales,Fabaceae,Robinia pseudacacia,212912.0,L.,Robinia,,pseudacacia,,,,,Species,,,,,,,,Natalia F Callard,,30,4/16/2009,,,2009.0,4.0,16.0,106.0,,16-Apr-09,,Edge of wooded area,,,,,,,,,,,,,,,,,,,,,,,,,United States,US,Oklahoma,Oklahoma,,"Edmond, UCO campus. Along edge of wooded area S. Of Howell Hall.",,0,,,,,,T14N R3W S25,,,,,,,,,,,,,,gpayne00,6/28/2025 0:20,,538,cafe530d-94cb-4240-8fbd-d8c97f74791a,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=30695292,Oklahoma,35.55149621091703,-97.40723927788326,True,,ASSIGNED CENTROID,POINT (-97.40723927788326 35.55149621091703),Oklahoma,40109,True,Robinia pseudacacia,,,,,False
30695294,CSU,,,PreservedSpecimen,,CSU116687,,,Plantae,Magnoliophyta,,Fabales,Fabaceae,Trifolium repens,1695.0,L.,Trifolium,,repens,,,,,Species,,,,,,,,Carolina Cervantes,,3,2/26/2009,,,2009.0,2.0,26.0,57.0,,26-Feb-09,,Mowed lawn,,Inflorescence raceme with white flowers,,,,,,,,,,,,,,,,,,,,,,,United States,US,Oklahoma,Oklahoma,,"Edmond city, UCO Campus, North side of the Nigh Center building",,0,,,,,,T14N R3W S25,,,,,,,,,,,,,,gpayne00,4/23/2025 2:12,,538,03514930-6e1d-44f1-9d5f-49ebab5c5d54,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=30695294,Oklahoma,35.55149621091703,-97.40723927788326,True,,ASSIGNED CENTROID,POINT (-97.40723927788326 35.55149621091703),Oklahoma,40109,True,Trifolium repens,,,,,False
30695296,CSU,,,PreservedSpecimen,,CSU116688,,,Plantae,Magnoliophyta,,Fabales,Fabaceae,Trifolium repens,1695.0,L.,Trifolium,,repens,,,,,Species,,,,,,,,Hitomi Ushio,,6,3/26/2009,,,2009.0,3.0,26.0,85.0,,26-Mar-09,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,US,Oklahoma,Oklahoma,,"Edmond, UCO Campus near the parking lot south of Nigh University",,0,,,,,,T14N R3W S25,,,,,,,,,,,,,,gpayne00,6/28/2025 0:20,,538,6fd2e5bb-47e8-4215-9d8d-54354644fbca,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=30695296,Oklahoma,35.55149621091703,-97.40723927788326,True,,ASSIGNED CENTROID,POINT (-97.40723927788326 35.55149621091703),Oklahoma,40109,True,Trifolium repens,,,,,False
30695300,CSU,,,PreservedSpecimen,,CSU116689,,,Plantae,Magnoliophyta,,Fabales,Fabaceae,Medicago lupulina,186.0,L.,Medicago,,lupulina,,,,,Species,,,,,,,,Randy W. Cooper,,10,4/21/2009,,,2009.0,4.0,21.0,111.0,,21-Apr-09,,Unmowed grass,,,,,,,,,,,,,,,,,,,,,,,,,United States,US,Oklahoma,Oklahoma,,"Edmond, corner of Campbell and Boulevard, south side of Campbell",,0,,,,,,,,,,,,,,,,,,,,gpayne00,6/28/2025 0:20,,538,1298e37c-e6b8-4674-acfd-edcaf4cf372c,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=30695300,Oklahoma,35.55149621091703,-97.40723927788326,True,,ASSIGNED CENTROID,POINT (-97.40723927788326 35.55149621091703),Oklahoma,40109,True,Medicago lupulina,,,,,False
30695303,CSU,,,PreservedSpecimen,,CSU116690,,,Plantae,Magnoliophyta,,Fabales,Fabaceae,Medicago lupulina,186.0,L.,Medicago,,lupulina,,,,,Species,,,,,,,,Ryan Butler,,5,3/26/2009,,,2009.0,3.0,26.0,85.0,,26-Mar-09,,Mowed lawn,,"Flowers yellow, herb",,,,,,,,,,,,,,,,,,,,,,,United States,US,Oklahoma,Oklahoma,,"University of Central Oklahoma Campus in Edmond, OK. S. Side Nigh University Center",,0,,,,,,T14N R4W S25,,,,,,,,,,,,,,gpayne00,6/28/2025 0:20,,538,cdfef0dd-45cd-4649-9f9f-65c445841505,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=30695303,Oklahoma,35.55149621091703,-97.40723927788326,True,,ASSIGNED CENTROID,POINT (-97.40723927788326 35.55149621091703),Oklahoma,40109,True,Medicago lupulina,,,,,False
30695309,CSU,,,PreservedSpecimen,,CSU116691,,,Plantae,Magnoliophyta,,Fabales,Fabaceae,Trifolium incarnatum,18835.0,L.,Trifolium,,incarnatum,,,,,Species,,,,,,,,Natalia F Callard,,31,4/16/2009,,,2009.0,4.0,16.0,106.0,,16 Apr. 2009,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,US,Oklahoma,Okmulgee,,"Henrietta, 5.5 N of Henrietta on I-75. Along east side of road.",,0,,,,,,T12N R13E S5,,,,,,,,,,,,,,gpayne00,6/28/2025 0:20,,538,2eb2206e-6998-4729-9100-60f0805336a7,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=30695309,Okmulgee,35.64648609401094,-95.96425942335185,True,,ASSIGNED CENTROID,POINT (-95.96425942335185 35.64648609401094),Okmulgee,40111,True,Trifolium incarnatum,,,,,False
30696013,CSU,,,PreservedSpecimen,,CSU116691,,,Plantae,Magnoliophyta,,Fabales,Fabaceae,Trifolium incarnatum,18835.0,L.,Trifolium,,incarnatum,,,,,Species,,,,,,,,Natalia F Callard,,31,4/16/2009,,,2009.0,4.0,16.0,106.0,,16 Apr. 2009,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,US,Oklahoma,Okmulgee,,"Henrietta, 5.5 N of Henrietta on I-75. Along east side of road.",,0,,,,,,T12N R13E S5,,,,,,,,,,,,,,gpayne00,6/28/2025 0:20,,538,902d710b-3660-4a89-948d-5cddcb3af2ca,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=30696013,Okmulgee,35.64648609401094,-95.96425942335185,True,,ASSIGNED CENTROID,POINT (-95.96425942335185 35.64648609401094),Okmulgee,40111,True,Trifolium incarnatum,,,,,False
30717467,CSU,,,PreservedSpecimen,,CSU116692,,,Plantae,Magnoliophyta,,Fabales,Fabaceae,Baptisia sphaerocarpa,50725.0,Nutt.,Baptisia,,sphaerocarpa,,,,,Species,,,,,,,,Marie E.B. Stone,,,5/7/2022,,,2022.0,5.0,7.0,127.0,,5/7/2022,large patch with many plants,,,,,,,,,,,,,,,,,,,,,,,,,,United States,US,Oklahoma,Le Flore,,"Wister; Kerr Center for Sustainable Agriculture, ca. 4.5 km ENE of Wister",,0,,34.973249,-94.688861,,,,,,,,,,,,,,,,,gpayne00,6/28/2025 0:20,,538,2965bb86-ab44-4087-b997-b8c21006e983,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=30717467,Le Flore,34.973249,-94.688861,False,,PRECISION UNVERIFIED,POINT (-94.688861 34.973249),Le Flore,40079,True,Baptisia sphaerocarpa,,,,,False
30725401,CSU,,,PreservedSpecimen,,CSU116693,,,Plantae,Magnoliophyta,,Dipsacales,Caprifoliaceae,Symphoricarpos orbiculatus,102829.0,Moench,Symphoricarpos,,orbiculatus,,,,,Species,,,,,,,,Kenna Chamlee,,55,4/24/2022,,,2022.0,4.0,24.0,114.0,,4/24/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,US,Oklahoma,Oklahoma,,"S Trail Ridge Rd, Edmond, OK, US",,0,,35.65321333,-97.51991333,,,,,,,,,,,,,,,,,gpayne00,6/28/2025 0:20,,538,e7a39a78-336e-4c31-bab3-e3b1334a8831,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=30725401,Oklahoma,35.65321333,-97.51991333,False,,PRECISION UNVERIFIED,POINT (-97.51991333 35.65321333),Oklahoma,40109,True,Symphoricarpos orbiculatus,,,,,False
30725424,CSU,,,PreservedSpecimen,,CSU116694,,,Plantae,Magnoliophyta,,Fabales,Fabaceae,Melilotus officinalis,1767.0,(L.) Lam.,Melilotus,,officinalis,,,,,Species,,,,,,,,Micheal Patrzalek,,26,4/27/2011,,,2011.0,4.0,27.0,117.0,,27-Apr-11,,Mowed grassland,,,,,,,,,,,,,,,,,,,,,,,,,United States,US,Oklahoma,Oklahoma,,N. Kelley Ave 1/5 mile south of W 33rd st.,,0,,,,,,,,,,,,,,,,,,,,gpayne00,6/28/2025 0:20,,538,9ebdf6e6-c372-4cf7-8ba8-d6f8e6fe435f,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=30725424,Oklahoma,35.55149621091703,-97.40723927788326,True,,ASSIGNED CENTROID,POINT (-97.40723927788326 35.55149621091703),Oklahoma,40109,True,Melilotus officinalis,,,,,False
